date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:23	37953/37953	---M--	200	added ('OK')	image/jpeg	etag:%229441-5d64cdb615180%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e5%85%a8%e5%9b%bd%e9%81%b8%e6%8a%9cR3ss.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e5%85%a8%e5%9b%bd%e9%81%b8%e6%8a%9cR3ss.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:29	73584/73584	---M--	200	added ('OK')	image/jpeg	etag:%2211f70-5de104b7ed6c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic503.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/pic503.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:29	36481/36481	---M--	200	added ('OK')	image/jpeg	etag:%228e81-5d16c5289f7c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/11.21-1s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/11.21-1s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:34	2290588/2290588	---M--	200	added ('OK')	image/jpeg	etag:%2222f39c-5e34905dc6180%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/dance2207083.jpeg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/dance2207083.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s8/cat/)
15:44:34	29738/29738	---M--	200	added ('OK')	image/jpeg	etag:%22742a-5d16c50c03440%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/11.21-2s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/11.21-2s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:34	31254/31254	---M--	200	added ('OK')	image/jpeg	etag:%227a16-5d16c710e77c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/11.21-3s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/11.21-3s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:39	33042/33042	---M--	200	added ('OK')	image/jpeg	etag:%228112-5d16bc1d1a0c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/R3.10.31small.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/R3.10.31small.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:42	51744/51744	---M--	200	added ('OK')	image/jpeg	etag:%22ca20-5d16bc71066c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/DSC_0380small.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/DSC_0380small.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:43	57354/57354	---M--	200	added ('OK')	image/jpeg	etag:%22e00a-5c8b0f3860840%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_E7185s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_E7185s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:58	117819/117819	---M--	200	added ('OK')	image/jpeg	etag:%221cc3b-5c8b0f7569840%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_E7228s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/IMG_E7228s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:44:59	105615/105615	---M--	200	added ('OK')	image/jpeg	etag:%2219c8f-5c8b103519c80%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/2021.7.17%e8%bf%91%e7%95%bf%e5%a4%a7%e4%bc%9as.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/2021.7.17%e8%bf%91%e7%95%bf%e5%a4%a7%e4%bc%9as.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:23	253582/253582	---M--	200	added ('OK')	image/jpeg	etag:%223de8e-5b4884616bb00%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/20201103%e5%bc%93%e9%81%93%e2%91%a0.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/20201103%e5%bc%93%e9%81%93%e2%91%a0.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:27	19257/19257	---M--	200	added ('OK')	image/jpeg	etag:%224b39-5ac06e6a668c0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2020/08/IMG_0994-thumb-300xauto-148330.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/assets_c/2020/08/IMG_0994-thumb-300xauto-148330.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:31	23386/23386	---M--	200	added ('OK')	image/jpeg	etag:%225b5a-59c3ea31c4e80%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e5%85%a8%e5%9b%bd%e9%81%b8%e6%8a%9cs.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e5%85%a8%e5%9b%bd%e9%81%b8%e6%8a%9cs.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:34	15267/15267	---M--	200	added ('OK')	image/jpeg	etag:%223ba3-59a9215ab3dc0%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e8%bf%91%e7%95%bf%e5%a5%b3%e5%ad%90s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e8%bf%91%e7%95%bf%e5%a5%b3%e5%ad%90s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:37	18121/18121	---M--	200	added ('OK')	image/jpeg	etag:%2246c9-59a9212bf8f80%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e8%bf%91%e7%95%bf%e7%94%b7%e5%ad%90s.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e8%bf%91%e7%95%bf%e7%94%b7%e5%ad%90s.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:39	267585/267585	---M--	200	added ('OK')	image/jpeg	etag:%2241541-5b4885e0cc380%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/20201103%e5%bc%93%e9%81%93%e2%91%a1.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/20201103%e5%bc%93%e9%81%93%e2%91%a1.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
15:45:40	15632/15632	---M--	200	added ('OK')	image/jpeg	etag:%223d10-59a9218a62e40%22	http://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e9%9b%86%e5%90%88%e8%bf%91%e7%95%bfs.jpg	E:/CloneWWeb/tottori/tottori/www.kyoto-be.ne.jp/yamashiro-hs/mt/club/images/%e9%9b%86%e5%90%88%e8%bf%91%e7%95%bfs.jpg	(from https://www.kyoto-be.ne.jp/yamashiro-hs/mt/club/sports/s10/cat/)
